timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
9/1/2020,212.21,213.89,211.12,213.35,213.35,5648766,0,1
8/31/2020,215.54,215.96,211.56,211.99,211.99,9326852,0,1
8/28/2020,212,216.16,211.22,215.71,215.71,7349837,0,1
8/27/2020,211.21,212.18,209.05,211.03,211.03,8619578,0,1
8/26/2020,208.1,210.8,207.3025,210.26,210.26,7035221,0,1
8/25/2020,207.19,208.2,205.5407,208.1,208.1,5828348,0,1
8/24/2020,205.01,206.45,204.67,206.41,206.41,6159596,0,1
8/21/2020,204.5,205.14,203.34,204.13,204.13,9998308,0,1
8/20/2020,199.9,204.44,199.6,204.15,204.15,8849171,0,1
8/19/2020,198.92,202.8425,198.9,200.99,200.99,9467594,0,1
8/18/2020,199.98,200.1,196.8223,199.01,199.01,6519888,0,1
8/17/2020,197.3,200.46,196.71,199.43,199.43,6244155,0,1
8/14/2020,197.01,198.07,195.77,196.64,196.64,5014416,0,1
8/13/2020,197.13,199.94,197.03,197.58,197.58,7014804,0.3,1
8/12/2020,199,200.23,198.24,198.74,198.4387,5432755,0,1
8/11/2020,197.82,202.89,196.335,197.77,197.4702,11549610,0,1
8/10/2020,196.36,198.31,195.33,196.79,196.4917,5525401,0,1
8/7/2020,197.59,197.98,195.3,196.36,196.0623,5653969,0,1
8/6/2020,195.98,198.92,194.79,198.77,198.4687,7480317,0,1
8/5/2020,193.56,198.18,193.1,196.1,195.8027,8907332,0,1
8/4/2020,191.13,192.94,190.08,192.29,191.9985,8203979,0,1
8/3/2020,191.8,193.34,190.2105,190.69,190.4009,11407911,0,1
7/31/2020,194.42,194.69,189.44,190.4,190.1113,14186004,0,1
7/30/2020,195.2,196.56,192.12,194.06,193.7658,10499358,0,1
7/29/2020,193.09,198.89,193.05,198.58,198.2789,9471295,0,1
7/28/2020,197.69,199.365,196.71,196.74,196.4417,6897278,0,1
7/27/2020,195.16,197.81,194.2,196.91,196.6115,5604702,0,1
7/24/2020,195.67,197.48,194.03,195.15,194.8541,7160336,0,1
7/23/2020,198.44,200.95,196.43,197.43,197.1307,6106708,0,1
7/22/2020,196.48,199,196.25,198.86,198.5585,6823385,0,1
7/21/2020,200,200.17,195.68,196.48,196.1821,7219400,0,1
7/20/2020,194.74,199.48,193.67,198.47,198.1691,6985300,0,1
7/17/2020,194.83,195.57,193.12,195.09,194.7942,6395000,0,1
7/16/2020,195.33,195.71,192.52,193.5,193.2066,5064000,0,1
7/15/2020,195.23,197.77,194.5,196.55,196.252,7681100,0,1
7/14/2020,189.5,193.47,187.18,193.33,193.0369,8003900,0,1
7/13/2020,193.61,195.19,188.7,189.02,188.7334,8564100,0,1
7/10/2020,191.65,192.82,189.44,192.55,192.2581,7674200,0,1
7/9/2020,195,195.49,189.95,192.21,191.9186,8548200,0,1
7/8/2020,195.08,195.52,193.12,195.07,194.7743,8368000,0,1
7/7/2020,196.81,198.9,193.81,194.2,193.9056,7660100,0,1
7/6/2020,198.73,199.18,195.68,197.76,197.4602,7292200,0,1
7/2/2020,196,197.92,195,195.67,195.3734,6296600,0,1
7/1/2020,193.85,195.35,192.66,193.78,193.4862,6394100,0,1
6/30/2020,191.49,193.75,190.16,193.17,192.8771,9040100,0,1
6/29/2020,189.91,191.45,187.3001,191.38,191.0899,8020373,0,1
6/26/2020,193.1,194.13,189.08,189.27,188.9831,11836000,0,1
6/25/2020,191.1,194.24,189.9,193.98,193.6859,9936600,0,1
6/24/2020,197.02,197.48,190.69,191.41,191.1198,9453100,0,1
6/23/2020,196.25,200.15,195.82,197.97,197.6699,9866800,0,1
6/22/2020,191.99,196.36,191.29,194.96,194.6644,6674500,0,1
6/19/2020,196.89,197.1,191.37,192.2,191.9086,11483300,0,1
6/18/2020,192.6,194.25,192.11,193.91,193.616,5803200,0,1
6/17/2020,193.66,195.37,193.06,193.56,193.2665,5962700,0,1
6/16/2020,196.86,198.38,191.8,192.88,192.5876,11057200,0,1
6/15/2020,187,192.48,186.21,191.76,191.4693,6752700,0,1
6/12/2020,194.21,195,187.85,192.26,191.9685,11702900,0,1
6/11/2020,195.14,196.36,188.75,188.88,188.5936,11974600,0,1
6/10/2020,199.9,202.18,198.95,200.48,200.1761,8405300,0,1
6/9/2020,198.36,201.67,198.24,199.08,198.7782,6892300,0,1
6/8/2020,199.58,199.96,197.13,199.6,199.2974,7628100,0,1
6/5/2020,196.2,199.77,195.48,199.61,199.3074,8561200,0,1
